date,temperature,pressure,110,stdev [110],direction [110],320,stdev [320],direction [320],500,stdev [500],direction [500],800,stdev [800],direction [800],1000,stdev [1000],direction [1000],1500,stdev [1500],direction [1500],1900,stdev [1900],direction [1900],3200,stdev [3200],direction [3200],4200,stdev [4200],direction [4200],5600,stdev [5600],direction [5600],7200,stdev [7200],direction [7200],9200,stdev [9200],direction [9200],10400,stdev [10400],direction [10400],11800,stdev [11800],direction [11800],13500,stdev [13500],direction [13500],15800,stdev [15800],direction [15800],17700,stdev [17700],direction [17700],19300,stdev [19300],direction [19300],22000,stdev [22000],direction [22000]
2024-08-01 11:00:00,16.981499,1011.9,3.1643424,0.0,259.3804,3.2791111,0.0,259.3804,15.475587,0.0,286.47696,14.770436,0.0,287.1028,13.795112,0.0,271.87784,15.055715,0.0,258.6901,14.349515,0.0,265.68405,16.947197,0.0,294.53772,22.496197,0.0,289.50253,24.287199,0.0,279.21094,26.565813,0.0,282.6804,34.832783,0.0,288.43503,50.143703,0.0,295.24048,60.161423,0.0,292.14523,39.60963,0.0,285.17297,15.55072,0.0,270.0,5.83152,0.0,270.0,1.4488529,0.0,26.564985,15.029011,0.0,82.56869
2024-08-01 12:00:00,18.981499,1012.3,2.372759,0.0,214.9921,2.3491063,0.0,210.96368,8.572167,0.0,268.60284,8.947019,0.0,275.5721,10.198843,0.0,257.19574,13.708636,0.0,248.96242,13.630535,0.0,262.0305,19.076778,0.0,288.43503,23.749624,0.0,288.43503,23.008951,0.0,279.7275,25.036245,0.0,280.4374,36.342823,0.0,281.3099,46.7241,0.0,289.44012,64.74929,0.0,288.07242,37.31183,0.0,290.3232,14.386751,0.0,262.23492,6.6077857,0.0,281.3099,2.671553,0.0,14.036275,16.198666,0.0,90.0
2024-08-01 13:00:00,20.731499,1012.2,3.1881347,0.0,232.43134,3.1849544,0.0,235.30478,7.7786193,0.0,239.30035,10.400147,0.0,241.29414,12.915275,0.0,237.14427,13.391399,0.0,249.56708,12.430711,0.0,267.5105,21.84877,0.0,290.659,23.79068,0.0,285.06854,24.656054,0.0,273.01273,27.405922,0.0,276.78888,40.282276,0.0,281.12915,49.218365,0.0,286.04907,63.551647,0.0,286.5874,33.449368,0.0,291.59537,17.792006,0.0,259.50858,8.118749,0.0,298.61035,6.3815346,0.0,23.962492,17.60222,0.0,83.659904
2024-08-01 14:00:00,23.731499,1012.6,4.002611,0.0,240.94548,3.9729035,0.0,239.53453,6.5432067,0.0,243.43501,11.897904,0.0,248.58696,14.483434,0.0,247.0362,13.371039,0.0,257.24246,12.561948,0.0,278.65247,20.599825,0.0,291.97455,22.823494,0.0,284.57425,24.758009,0.0,276.0089,29.868864,0.0,273.73132,39.77886,0.0,282.2251,54.30783,0.0,287.3541,63.114132,0.0,289.1791,33.21635,0.0,290.55612,16.25042,0.0,274.57382,6.887768,0.0,311.18582,5.4980097,0.0,44.999897,13.60688,0.0,90.0
2024-08-01 15:00:00,26.3815,1012.5,5.4149113,0.0,248.96242,5.4237823,0.0,248.19853,8.810921,0.0,247.69374,11.617064,0.0,249.19313,15.870314,0.0,252.5972,16.119934,0.0,257.66092,13.771513,0.0,268.8767,19.818935,0.0,288.74142,24.334118,0.0,285.80258,25.036245,0.0,280.4374,30.700642,0.0,277.2749,40.800064,0.0,280.06064,55.546078,0.0,286.95538,60.241623,0.0,288.8248,33.399124,0.0,288.08353,17.54249,0.0,274.23633,9.63242,0.0,312.27362,5.536059,0.0,110.55613,17.49456,0.0,90.0
2024-08-01 16:00:00,27.9315,1012.7,6.4352555,0.0,244.98314,6.486682,0.0,244.23071,10.56302,0.0,242.928,11.655575,0.0,243.43501,13.140758,0.0,243.43501,14.946745,0.0,249.77505,12.445361,0.0,266.26868,20.16447,0.0,285.4222,25.01047,0.0,287.47485,23.762953,0.0,281.00348,29.735033,0.0,281.3099,43.716,0.0,281.9761,54.38508,0.0,291.6747,55.93773,0.0,288.22516,34.01566,0.0,287.74475,18.835087,0.0,266.0549,7.3306804,0.0,315.0001,5.343106,0.0,75.96373,18.801622,0.0,91.97489
2024-08-01 17:00:00,28.7815,1012.7,7.3068733,0.0,241.38963,7.121774,0.0,241.2603,11.434864,0.0,239.21593,12.446264,0.0,240.75127,12.645448,0.0,241.14444,13.990597,0.0,246.13982,12.714778,0.0,266.34784,19.841593,0.0,285.6796,24.310047,0.0,289.09357,21.858,0.0,281.9761,29.236687,0.0,282.80426,46.1318,0.0,280.52072,52.045895,0.0,288.88617,49.790813,0.0,288.19925,33.317314,0.0,283.49576,17.60222,0.0,263.6599,7.3877287,0.0,322.12497,2.5917869,0.0,90.0,14.269546,0.0,92.60251
2024-08-01 18:00:00,29.5315,1012.2,7.427402,0.0,227.12111,7.412122,0.0,227.20262,11.267444,0.0,229.51407,12.076948,0.0,232.3057,12.480753,0.0,234.58286,12.882138,0.0,241.47697,12.791934,0.0,262.7251,18.940872,0.0,283.29858,21.665335,0.0,286.5874,21.095617,0.0,280.6196,27.680294,0.0,286.31393,45.263607,0.0,283.24054,50.829754,0.0,287.0491,48.42291,0.0,282.3625,33.947704,0.0,283.24054,16.198666,0.0,270.0,4.0979743,0.0,18.435053,2.5917869,0.0,180.0,12.328027,0.0,93.012726
2024-08-01 19:00:00,30.231499,1011.4,7.478102,0.0,242.10283,7.299037,0.0,242.02061,11.693642,0.0,241.14442,12.827017,0.0,241.69934,13.349048,0.0,241.69934,13.425263,0.0,243.90463,13.450204,0.0,259.59235,18.614874,0.0,283.53586,20.398651,0.0,287.6502,21.22458,0.0,282.33908,26.23984,0.0,290.22495,44.78807,0.0,284.2373,52.339493,0.0,285.06854,51.13445,0.0,278.74606,34.947098,0.0,280.68484,14.916852,0.0,267.5105,3.2397332,0.0,90.0,2.0489872,0.0,108.43504,13.215571,0.0,101.3099
2024-08-02 11:00:00,19.731499,1010.8,3.7541788,0.0,248.74942,3.7033226,0.0,247.61981,16.128056,0.0,266.2848,14.251956,0.0,277.88306,11.382475,0.0,276.84268,10.037143,0.0,281.3099,10.883152,0.0,293.38522,14.175478,0.0,263.21112,18.026646,0.0,252.89719,13.10391,0.0,278.53067,13.745025,0.0,278.13,25.26992,0.0,247.3801,25.027859,0.0,248.74942,25.410748,0.0,250.64091,34.633343,0.0,252.58194,18.440886,0.0,251.56496,3.4892995,0.0,338.19852,7.5840216,0.0,19.983198,13.215571,0.0,78.6901
